GISJOIN,STATE,STATEA,COUNTY,COUNTYA,A08AA1820,A08AA1830,A08AA1840,A08AA1850,A08AA1860,A08AA1870,A08AA1880,A08AA1890,A08AA1900,A08AA1910,A08AA1920,A08AA1930,A08AA1940,A08AA1950,A08AA1960,A08AA1970,A08AA1980,A08AA1990,A08AA2000,A08AA2010,A08AB1820,A08AB1830,A08AB1840,A08AB1850,A08AB1860,A08AB1870,A08AB1880,A08AB1890,A08AB1900,A08AB1910,A08AB1920,A08AB1930,A08AB1940,A08AB1950,A08AB1960,A08AB1970,A08AB1980,A08AB1990,A08AB2000,A08AB2010
"G0951055","Dakota Territory","095","Mandan County","1055",,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G0951075","Dakota Territory","095","McCook County","1075",,,,,,,739,,,,,,,,,,,,,,,,,,,,544,,,,,,,,,,,,,
"G0951095","Dakota Territory","095","McHenry County","1095",,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G0951115","Dakota Territory","095","McPherson County","1115",,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G0951135","Dakota Territory","095","Mercer County","1135",,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G0951155","Dakota Territory","095","Meyer County","1155",,,,,,,92,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,
"G0951175","Dakota Territory","095","Miner County","1175",,,,,,,236,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,
"G0951195","Dakota Territory","095","Minnehaha County","1195",,,,,,213,4546,,,,,,,,,,,,,,,,,,,142,3705,,,,,,,,,,,,,
"G0951215","Dakota Territory","095","Moody County","1215",,,,,,,2294,,,,,,,,,,,,,,,,,,,,1621,,,,,,,,,,,,,
"G0951235","Dakota Territory","095","Morton County","1235",,,,,,,198,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
"G0951255","Dakota Territory","095","Mountraille County","1255",,,,,,,13,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G0951275","Dakota Territory","095","Pembina County","1275",,,,,,792,2843,,,,,,,,,,,,,,,,,,,421,2019,,,,,,,,,,,,,
"G0951295","Dakota Territory","095","Pennington County","1295",,,,,,,1750,,,,,,,,,,,,,,,,,,,,494,,,,,,,,,,,,,
"G0951315","Dakota Territory","095","Potter County","1315",,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G0951335","Dakota Territory","095","Pratt County","1335",,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G0951355","Dakota Territory","095","Presho County","1355",,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G0951375","Dakota Territory","095","Ramsey County","1375",,,,,,,195,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,
"G0951395","Dakota Territory","095","Ransom County","1395",,,,,,,327,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,
"G0951415","Dakota Territory","095","Renville County","1415",,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G0951435","Dakota Territory","095","Richland County","1435",,,,,,,2130,,,,,,,,,,,,,,,,,,,,1467,,,,,,,,,,,,,
"G0951455","Dakota Territory","095","Rolette County","1455",,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G0951475","Dakota Territory","095","Rusk County","1475",,,,,,,34,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,
"G0951495","Dakota Territory","095","Shannon County","1495",,,,,,,93,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,
"G0951515","Dakota Territory","095","Sheridan County","1515",,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G0951527","Dakota Territory","095","Sisseton and Wahpeton Indian Reservations","1527",,,,,,,40,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,
"G0951535","Dakota Territory","095","Spink County","1535",,,,,,,331,,,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,,,
"G0951555","Dakota Territory","095","Stanley County","1555",,,,,,,600,,,,,,,,,,,,,,,,,,,,193,,,,,,,,,,,,,
"G0951575","Dakota Territory","095","Stark County","1575",,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G0951595","Dakota Territory","095","Stevens County","1595",,,,,,,201,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,
"G0951615","Dakota Territory","095","Stutsman County","1615",,,,,,,660,,,,,,,,,,,,,,,,,,,,347,,,,,,,,,,,,,
"G0951635","Dakota Territory","095","Sully County","1635",,,,,,,226,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,
"G0951655","Dakota Territory","095","Todd County","1655",,,,,,262,141,,,,,,,,,,,,,,,,,,,75,62,,,,,,,,,,,,,
"G0951675","Dakota Territory","095","Traill County","1675",,,,,,,2459,,,,,,,,,,,,,,,,,,,,1664,,,,,,,,,,,,,
"G0951695","Dakota Territory","095","Tripp County","1695",,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G0951715","Dakota Territory","095","Turner County","1715",,,,,,,2844,,,,,,,,,,,,,,,,,,,,2476,,,,,,,,,,,,,
"G0951735","Dakota Territory","095","Union County","1735",,,,,,1913,3543,,,,,,,,,,,,,,,,,,,1594,3270,,,,,,,,,,,,,
"G0951755","Dakota Territory","095","Unorganized Territory","1755",,,,,,1811,0,,,,,,,,,,,,,,,,,,,280,0,,,,,,,,,,,,,
"G0951775","Dakota Territory","095","Wallette County","1775",,,,,,,361,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,
"G0951795","Dakota Territory","095","Walworth County","1795",,,,,,,32,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,
"G0951815","Dakota Territory","095","White River County","1815",,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G0951835","Dakota Territory","095","Williams County","1835",,,,,,,14,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G0951855","Dakota Territory","095","Yankton County","1855",,,,,,1205,4381,,,,,,,,,,,,,,,,,,,892,4009,,,,,,,,,,,,,
"G0951875","Dakota Territory","095","Ziebach County","1875",,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"G1000010","Delaware","100","Kent County","0010",10530,10045,10069,11593,14374,15109,16736,16447,16692,16711,15646,16240,17602,19087,34380,41337,48254,54289,61070,78035,10263,9868,9803,11223,13430,14695,16138,16217,16070,16010,15377,15601,16839,18783,31271,40555,49965,56704,65627,84275
"G1000030","Delaware","100","New Castle County","0030",14157,14894,16571,21263,27224,31447,38796,49408,55787,63048,76075,82010,90017,107509,150522,187124,191176,213895,242943,260671,13742,14826,16549,21517,27573,32068,38920,47774,53910,60140,72164,79022,89545,111370,156924,198732,206939,228051,257322,277808
"G1000050","Delaware","100","Sussex County","0050",12252,13594,12616,13099,15091,16072,18576,19718,21679,23676,22034,23007,26714,30748,36234,38871,47169,54784,76528,96233,11805,13521,12477,12837,14524,15624,17442,18929,20597,22737,21707,22500,25788,30588,36961,41485,50835,58445,80110,100912
"G1100005","District Of Columbia","110","Alexandria","0005",,3699,3856,,,,,,,,,,,,,,,,,,,4542,4603,,,,,,,,,,,,,,,,,
"G1100010","District Of Columbia","110","District of Columbia","0010",,,,,,62192,,109584,,158050,203543,231883,317522,377918,358171,,295417,282970,269366,284222,,,,,,69508,,120808,,173019,234028,254986,345569,424260,405785,,342916,323930,302693,317501
"G1100017","District Of Columbia","110","Georgetown","0017",,4063,3206,3813,,,,,,,,,,,,,,,,,,4378,4106,4553,,,,,,,,,,,,,,,,
"G1100035","District Of Columbia","110","Rural Alexandria County","0035",,656,773,,,,,,,,,,,,,,,,,,,676,735,,,,,,,,,,,,,,,,,
"G1100075","District Of Columbia","110","Rural Washington county","0075",,1784,1704,1694,,,,,,,,,,,,,,,,,,1210,1365,1626,,,,,,,,,,,,,,,,
"G1100115","District Of Columbia","110","Washington City","0115",,8942,10794,18657,,,,,,,,,,,,,,,,,,9884,12570,21344,,,,,,,,,,,,,,,,
"G1200010","Florida","120","Alachua County","0010",,,,1343,4301,8665,8490,11605,17062,17753,15864,17230,19092,30131,37855,52217,75784,89128,106405,119786,,,,1181,3931,8663,7972,11329,15183,16552,15825,17135,19515,26895,36219,52547,75564,92468,111550,127550
"G1200030","Florida","120","Baker County","0030",,,,,,665,1210,1696,2440,2508,2953,3261,3374,3265,3691,4546,7785,9655,11688,14160,,,,,,660,1093,1637,2076,2297,2669,3012,3136,3048,3672,4696,7504,8831,10571,12955
"G1200050","Florida","120","Bay County","0050",,,,,,,,,,,5963,6161,10410,21879,34265,36916,48044,62562,73406,83656,,,,,,,,,,,5444,5930,10276,20810,32866,38367,49696,64432,74811,85196
"G1200065","Florida","120","Benton County","0065",,,,526,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,
"G1200070","Florida","120","Bradford County","0070",,,,,,1879,3117,3854,5539,7280,6553,4770,4380,5725,6323,7759,10717,12429,14596,16010,,,,,,1792,2995,3662,4756,6810,5950,4635,4337,5732,6123,6866,9306,10086,11492,12510
"G1200090","Florida","120","Brevard County","0090",,,,,145,703,819,1934,2842,2558,4483,6766,8175,11830,56724,115218,134937,197163,233186,266242,,,,,101,513,659,1467,2316,2159,4022,6517,7967,11823,54711,114788,138022,201815,243044,277134
"G1200110","Florida","120","Broward County","0110",,,,,,,,,,,2760,10426,20233,40973,162169,295439,483557,601177,783232,846571,,,,,,,,,,,2375,9668,19561,42960,171777,324661,534643,654311,839786,901495
"G1200130","Florida","120","Calhoun County","0130",,,,741,713,504,795,809,2862,3953,4603,3831,4223,3983,3684,3761,4440,5704,7024,7955,,,,636,733,494,785,872,2270,3512,4172,3467,3995,3939,3738,3863,4854,5307,5993,6670
"G1200150","Florida","120","Charlotte County","0150",,,,,,,,,,,,2125,1925,2158,6330,13208,27462,53512,67648,77762,,,,,,,,,,,,1888,1738,2128,6264,14351,30998,57463,73979,82216
"G1200170","Florida","120","Citrus County","0170",,,,,,,,1331,3426,3776,2722,2852,3020,3080,4613,9275,26261,44711,56691,68359,,,,,,,,1063,1965,2955,2498,2664,2826,3031,4655,9921,28442,48804,61394,72877
"G1200190","Florida","120","Clay County","0190",,,,,988,1071,1462,2729,2933,3238,2898,3590,3343,7968,10133,15860,32967,52272,69335,93491,,,,,926,1027,1376,2425,2702,2878,2723,3269,3125,6355,9402,16199,34085,53714,71479,97374
"G1200210","Florida","120","Collier County","0210",,,,,,,,,,,,1750,2966,3533,8125,18973,42663,75386,125856,158494,,,,,,,,,,,,1133,2136,2955,7628,19067,43308,76713,125521,163026
"G1200230","Florida","120","Columbia County","0230",,,,2536,2426,3713,4855,6768,8787,9011,7136,7344,8502,9029,9928,12251,17325,20940,28656,34951,,,,2272,2220,3622,4734,6109,8307,8678,7154,7294,8357,9187,10149,12999,18074,21673,27857,32580
"G1200250","Florida","120","Dade County","0250",,,,123,56,53,153,528,2831,6527,22335,71047,131809,242101,456858,602095,767882,928411,,,,,,36,27,32,104,333,2124,5406,20418,71908,135930,252983,478189,665697,857899,1008683,,
"G1200270","Florida","120","DeSoto County","0270",,,,,,,,2731,4426,7703,14048,3926,3959,4528,5721,6352,9517,12316,18103,19718,,,,,,,,2213,3621,6497,11386,3819,3833,4714,5962,6708,9522,11549,14106,15144
"G1200290","Florida","120","Dixie County","0290",,,,,,,,,,,,3531,3729,1976,2246,2730,3998,5484,7364,8842,,,,,,,,,,,,2888,3289,1952,2233,2750,3753,5101,6463,7580
"G1200310","Florida","120","Duval County","0310",,,,2339,2682,5909,9719,13278,19815,38756,56525,75285,101779,146934,223766,259982,275049,328737,377781,419425,,,,2200,2392,6012,9712,13522,19918,36407,57015,80218,108364,157095,231645,268883,295954,344234,401098,444838
"G1200330","Florida","120","Escambia County","0330",,,,2358,3187,3964,5945,10244,14413,19200,25724,27111,38383,56455,86213,102350,113922,127599,146183,147119,,,,1993,2581,3853,6211,9944,13900,18829,23662,26483,36284,56251,87616,102984,119872,135199,148227,150500
"G1200350","Florida","120","Flagler County","0350",,,,,,,,,,,1439,1355,1631,1757,2297,2211,5297,13756,23887,46016,,,,,,,,,,,1003,1111,1377,1610,2269,2243,5616,14945,25945,49680
"G1200370","Florida","120","Franklin County","0370",,,,913,1004,572,907,1778,2618,2708,2682,3236,2978,2800,3193,3429,3753,4378,6242,6656,,,,648,900,684,884,1530,2272,2493,2636,3047,3013,3014,3383,3636,3908,4589,4815,4893
"G1200390","Florida","120","Gadsden County","0390",,,,4400,4896,4943,5926,5779,7479,10957,11391,14890,15210,17428,19960,18583,19614,19535,21448,22647,,,,4384,4500,4859,6243,6115,7815,11241,12148,15000,16240,19029,22029,20601,21951,21570,23639,23742
"G1200410","Florida","120","Gilchrist County","0410",,,,,,,,,,,,2255,2256,1789,1447,1798,2883,5108,7643,8836,,,,,,,,,,,,1882,1994,1710,1421,1753,2884,4559,6794,8103
"G1200430","Florida","120","Glades County","0430",,,,,,,,,,,,1516,1520,1179,1634,1867,2956,3848,5801,7443,,,,,,,,,,,,1246,1225,1020,1316,1802,3036,3743,4775,5441
"G1200450","Florida","120","Gulf County","0450",,,,,,,,,,,,1693,3588,3729,4988,5074,5255,5779,7119,9484,,,,,,,,,,,,1489,3363,3731,4949,5022,5403,5725,6213,6379
"G1200470","Florida","120","Hamilton County","0470",,,,1294,2214,2984,3403,4416,6502,6001,4924,4811,4923,4425,3764,3737,4171,5727,7657,8721,,,,1217,1940,2765,3387,4091,5379,5824,4949,4643,4855,4556,3941,4050,4590,5203,5670,6078
"G1200490","Florida","120","Hardee County","0490",,,,,,,,,,,,5386,5188,5032,6255,7537,9691,9885,14645,14868,,,,,,,,,,,,4962,4970,5041,6115,7352,9688,9614,12293,12863
"G1200510","Florida","120","Hendry County","0510",,,,,,,,,,,,2099,2921,3208,4152,6025,9368,13058,20120,21198,,,,,,,,,,,,1393,2316,2843,3967,5834,9231,12715,16090,17942
"G1200530","Florida","120","Hernando County","0530",,,,,600,1497,2246,1300,2076,2735,2404,2537,2934,3389,5622,8345,21400,48483,62130,82534,,,,,600,1441,2002,1176,1562,2262,2144,2411,2707,3304,5583,8659,23069,52632,68672,90244
"G1200550","Florida","120","Highlands County","0550",,,,,,,,,,,,4811,4606,6720,10566,14321,23048,32462,42600,48273,,,,,,,,,,,,4381,4640,6916,10772,15186,24478,35970,44766,50513
"G1200570","Florida","120","Hillsborough County","0570",,,,1491,1557,1661,2987,8147,18905,41769,44722,76318,88992,122976,195464,237613,312526,406217,488772,599084,,,,886,1424,1555,2827,6794,17108,36605,43535,77201,91156,126918,202324,252652,334434,427837,510176,630142
"G1200590","Florida","120","Holmes County","0590",,,,615,670,736,1058,2195,4091,5974,6443,6449,7800,7079,5450,5252,7202,8008,9846,10594,,,,590,716,836,1112,2141,3671,5583,6407,6475,7647,6909,5394,5468,7521,7770,8718,9333
"G1200610","Florida","120","Indian River County","0610",,,,,,,,,,,,3522,4635,5991,12338,17228,29229,43578,54633,66748,,,,,,,,,,,,3202,4322,5881,12971,18764,30667,46630,58314,71280
"G1200630","Florida","120","Jackson County","0630",,,,3437,5225,4622,7132,8751,11712,14838,15521,15995,17218,17145,18550,17185,19358,20982,24533,27252,,,,3202,4984,4906,7240,8793,11665,14983,15703,15974,17210,17500,17658,17249,19796,20393,22222,22494
"G1200650","Florida","120","Jefferson County","0650",,,,3875,4840,6561,7929,7713,7795,8728,7160,6754,5818,5049,4544,4136,5160,5401,6581,7727,,,,3843,5036,6837,8136,8044,8400,8482,7342,6654,6214,5364,4999,4642,5543,5895,6321,7034
"G1200670","Florida","120","Lafayette County","0670",,,,,1056,930,1298,1954,2765,3694,3234,2365,2378,1809,1467,1444,2001,3214,4200,5481,,,,,1012,853,1143,1732,2222,3016,3008,1996,2027,1631,1422,1448,2034,2364,2822,3389
"G1200690","Florida","120","Lake County","0690",,,,,,,,4342,3959,5114,6612,11673,13553,17876,28893,33337,49999,72929,101866,143937,,,,,,,,3692,3508,4395,6132,11488,13702,18464,28490,35968,54871,79175,108662,153115
"G1200710","Florida","120","Lee County","0710",,,,,,,,790,1692,3529,5038,7770,8880,11527,27096,50989,98630,161917,215504,303600,,,,,,,,624,1379,2765,4502,7220,8608,11877,27443,54227,106636,173196,225384,315154
"G1200730","Florida","120","Leon County","0730",,,,5830,6312,7463,9570,8461,9523,10036,8544,11052,15073,24250,36170,49817,71588,92601,114134,131134,,,,5612,6031,7773,10092,9291,10364,9391,9515,12424,16573,27340,38055,53230,77067,99892,125318,144353
"G1200750","Florida","120","Levy County","0750",,,,221,899,1048,3081,3458,4722,5647,5242,6561,6599,5364,5196,6247,9638,12397,16690,20078,,,,244,882,970,2686,3128,3881,4714,4679,5895,5951,5273,5168,6509,10232,13526,17760,20723
"G1200770","Florida","120","Liberty County","0770",,,,,756,535,681,747,1588,2566,2689,2153,1962,1592,1559,1688,2126,3172,4154,5092,,,,,701,515,681,705,1368,2134,2317,1914,1790,1590,1579,1691,2134,2397,2867,3273
"G1200790","Florida","120","Madison County","0790",,,,2922,3962,5480,7224,7137,7693,8484,8221,7848,8080,7030,6756,6406,6986,8488,9710,10035,,,,2568,3817,5641,7574,7179,7753,8435,8295,7766,8110,7167,7398,7075,7908,8081,9023,9189
"G1200810","Florida","120","Manatee County","0810",,,,,455,1010,1856,1567,2570,5224,10106,11422,12954,16821,33394,45470,69230,100147,127549,156115,,,,,399,921,1688,1328,2093,4326,8606,11080,13144,17883,35774,51645,79212,111560,136453,166718
"G1200830","Florida","120","Marion County","0830",,,,1781,4486,5507,6580,10861,12918,14080,12048,14970,15574,18648,24940,33006,58908,93813,124945,158993,,,,1557,4123,5297,6466,9935,11485,12861,11920,14608,15669,19539,26676,36024,63580,101020,133971,172305
"G1200850","Florida","120","Martin County","0850",,,,,,,,,,,,2738,3301,4009,8460,13678,31274,49522,62192,72423,,,,,,,,,,,,2373,2994,3798,8472,14357,32740,51378,64539,73895
"G1200860","Florida","120","Miami-Dade County","0860",,,,,,,,,,,,,,,,,,,1088895,1208364,,,,,,,,,,,,,,,,,,,1164467,1288071
"G1200870","Florida","120","Monroe County","0870",,,,1644,1606,2998,5371,9733,8988,11258,10459,6997,7136,17923,26781,28181,32796,40976,42379,38962,,,,1001,1307,2659,5569,9053,9018,10305,9091,6627,6942,12034,21140,24405,30392,37048,37210,34128
"G1200875","Florida","120","Monroe-Dade [multi-county reporting area]","0875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200890","Florida","120","Nassau County","0890",,,,1059,1971,2139,3486,4364,5071,5530,5742,4779,5526,6424,8526,10226,16389,21735,28443,36146,,,,1105,1673,2108,3149,3930,4583,4995,5598,4596,5300,6387,8663,10400,16505,22206,29220,37168
"G1200895","Florida","120","New River County","0895",,,,,2015,,,,,,,,,,,,,,,,,,,,1805,,,,,,,,,,,,,,,
"G1200910","Florida","120","Okaloosa County","0910",,,,,,,,,,,4785,4996,6552,15404,31771,45701,55807,72763,86160,90843,,,,,,,,,,,4575,4901,6348,12129,29404,42486,54113,71013,84338,89979
"G1200930","Florida","120","Okeechobee County","0930",,,,,,,,,,,1149,2260,1550,1709,3384,5980,10370,15142,19245,21430,,,,,,,,,,,983,1869,1450,1745,3040,5253,9894,14485,16665,18566
"G1200950","Florida","120","Orange County","0950",,,,260,541,1211,3863,6793,5767,10018,10042,24034,33901,55112,129843,167886,229001,336061,443716,564326,,,,206,446,984,2755,5791,5607,9089,9848,25703,36173,59838,133697,176425,242015,341430,452628,581630
"G1200970","Florida","120","Osceola County","0970",,,,,,,,1724,1783,2983,3632,5500,5118,5496,9237,12113,23573,52716,85022,131634,,,,,,,,1409,1661,2524,3563,5199,5001,5910,9792,13154,25714,55012,87471,137051
"G1200990","Florida","120","Palm Beach County","0990",,,,,,,,,,3108,9930,26719,40039,56304,112399,166382,274991,414538,546739,638888,,,,,,,,,,2469,8724,25062,39950,58384,115707,182371,301872,448980,584445,681246
"G1201010","Florida","120","Pasco County","1010",,,,,,,,2354,3426,4198,4733,5506,7247,10423,18638,36837,92146,133220,165417,225886,,,,,,,,1895,2628,3304,4069,5068,6734,10106,18147,39118,101497,147911,179348,238811
"G1201030","Florida","120","Pinellas County","1030",,,,,,,,,,,13749,29851,43645,74427,177104,240397,335143,397563,438959,440009,,,,,,,,,,,14516,32298,48207,84822,197561,281932,393388,454096,482523,476533
"G1201050","Florida","120","Polk County","1050",,,,,,1691,1663,4264,6895,13412,20577,36408,43092,61526,97271,110402,158153,196590,237366,295313,,,,,,1478,1518,3641,5577,10736,18084,35883,43573,62471,97868,116820,163499,208792,246558,306782
"G1201070","Florida","120","Putnam County","1070",,,,391,1469,2040,3306,5938,6092,6865,7461,9122,9322,11693,15694,17638,24491,31739,34791,36884,,,,296,1243,1781,2955,5248,5549,6231,7107,8974,9376,11922,16518,18652,26058,33331,35632,37480
"G1201090","Florida","120","St. Johns County","1090",,,,1175,1456,1222,2275,4504,4616,6820,6402,9171,9778,12069,14378,14451,24423,40665,59814,92425,,,,1350,1582,1396,2260,4208,4549,6388,6659,9505,10234,12929,15656,16276,26880,43164,63321,97614
"G1201110","Florida","120","St. Lucie County","1110",,,,,,,,,,2219,4209,3648,6123,10118,19561,24700,42467,73443,94119,135859,,,,,,,,,,1856,3677,3409,5748,10062,19733,26136,44715,76728,98576,141930
"G1201115","Florida","120","St Lucie County (old)","1115",,,,107,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,
"G1201130","Florida","120","Santa Rosa County","1130",,,,1585,2978,1677,3318,4080,5291,7833,7000,7185,8151,9742,15572,19384,28101,40644,59059,76422,,,,1298,2502,1635,3327,3881,5002,7064,6670,6898,7934,8812,13975,18357,27887,40964,58684,74950
"G1201150","Florida","120","Sarasota County","1150",,,,,,,,,,,,6463,8111,14070,37054,56162,93635,130050,154418,181041,,,,,,,,,,,,5977,7995,14757,39841,64251,108616,147726,171539,198407
"G1201170","Florida","120","Seminole County","1170",,,,,,,,,,,5695,9467,11234,13129,27495,40636,86869,140587,178776,204799,,,,,,,,,,,5291,9268,11070,13754,27452,43056,92883,146942,186420,217919
"G1201190","Florida","120","Sumter County","1190",,,,,809,1606,2495,2917,3406,3611,4100,5531,5765,5754,5965,7621,12384,15857,28312,48611,,,,,740,1346,2191,2446,2781,3085,3751,5113,5276,5576,5904,7218,11888,15720,25033,44809
"G1201210","Florida","120","Suwannee County","1210",,,,,1224,1803,3756,5425,7534,9420,9963,7958,8602,8560,7364,7506,10847,12939,17012,20945,,,,,1079,1753,3405,5099,7020,9183,9826,7773,8471,8426,7597,8053,11440,13841,17832,20606
"G1201230","Florida","120","Taylor County","1230",,,,,733,729,1186,1112,2149,4064,6109,7070,5926,5194,6603,6697,8016,8301,9833,12554,,,,,651,724,1093,1010,1850,3039,5110,6066,5639,5222,6565,6944,8516,8810,9423,10016
"G1201250","Florida","120","Union County","1250",,,,,,,,,,,,4502,4434,6345,3837,5361,7030,6339,8693,10045,,,,,,,,,,,,2926,2660,2561,2206,2751,3136,3913,4749,5490
"G1201270","Florida","120","Volusia County","1270",,,,,625,892,1796,4478,5153,8518,11663,20850,25899,35474,59635,79384,122668,179481,215361,241715,,,,,533,831,1498,3989,4850,7992,11711,21907,27811,38755,65684,90103,136094,191231,227982,252878
"G1201290","Florida","120","Wakulla County","1290",,,,1008,1441,1208,1325,1571,2805,2550,2672,2868,2748,2615,2596,3098,5364,6948,11836,16992,,,,947,1398,1298,1398,1546,2344,2252,2457,2600,2715,2643,2661,3210,5523,7254,11027,13784
"G1201310","Florida","120","Walton County","1310",,,,946,1545,1508,2072,2427,4898,8700,6196,7515,7187,7294,7753,7818,10341,13637,20812,28177,,,,871,1492,1533,2129,2389,4448,7760,5923,7061,7059,7431,7823,8269,10959,14123,19789,26866
"G1201330","Florida","120","Washington County","1330",,,,1007,1087,1149,2089,3360,5388,8712,6065,6090,6163,5942,5523,5655,7020,8194,10783,13575,,,,943,1067,1153,2000,3066,4766,7691,5763,6090,6139,5946,5726,5798,7489,8725,10190,11321
"G1250015","Florida Territory","125","Alachua County","0015",,1207,1594,,,,,,,,,,,,,,,,,,,997,688,,,,,,,,,,,,,,,,,
