GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME,A08AA,A08AB
"G2900110","1870","Missouri","290","Barton","0110","Barton",2698,2389
"G2900130","1870","Missouri","290","Bates","0130","Bates",8541,7419
"G2900150","1870","Missouri","290","Benton","0150","Benton",5850,5472
"G2900170","1870","Missouri","290","Bollinger","0170","Bollinger",4135,4027
"G2900190","1870","Missouri","290","Boone","0190","Boone",10420,10345
"G2900210","1870","Missouri","290","Buchanan","0210","Buchanan",19175,15934
"G2900230","1870","Missouri","290","Butler","0230","Butler",2167,2131
"G2900250","1870","Missouri","290","Caldwell","0250","Caldwell",5959,5431
"G2900270","1870","Missouri","290","Callaway","0270","Callaway",9916,9286
"G2900290","1870","Missouri","290","Camden","0290","Camden",3105,3003
"G2900310","1870","Missouri","290","Cape Girardeau","0310","Cape Girardeau",9003,8555
"G2900330","1870","Missouri","290","Carroll","0330","Carroll",9237,8209
"G2900350","1870","Missouri","290","Carter","0350","Carter",733,722
"G2900370","1870","Missouri","290","Cass","0370","Cass",10408,8888
"G2900390","1870","Missouri","290","Cedar","0390","Cedar",4851,4623
"G2900410","1870","Missouri","290","Chariton","0410","Chariton",9913,9223
"G2900430","1870","Missouri","290","Christian","0430","Christian",3374,3333
"G2900450","1870","Missouri","290","Clark","0450","Clark",7050,6617
"G2900470","1870","Missouri","290","Clay","0470","Clay",8079,7485
"G2900490","1870","Missouri","290","Clinton","0490","Clinton",7582,6481
"G2900510","1870","Missouri","290","Cole","0510","Cole",5595,4697
"G2900530","1870","Missouri","290","Cooper","0530","Cooper",10664,10028
"G2900550","1870","Missouri","290","Crawford","0550","Crawford",4089,3893
"G2900570","1870","Missouri","290","Dade","0570","Dade",4430,4253
"G2900590","1870","Missouri","290","Dallas","0590","Dallas",4279,4104
"G2900610","1870","Missouri","290","Daviess","0610","Daviess",7497,6913
"G2900630","1870","Missouri","290","DeKalb","0630","De Kalb",5277,4581
"G2900650","1870","Missouri","290","Dent","0650","Dent",3256,3101
"G2900670","1870","Missouri","290","Douglas","0670","Douglas",1941,1974
"G2900690","1870","Missouri","290","Dunklin","0690","Dunklin",3092,2890
"G2900710","1870","Missouri","290","Franklin","0710","Franklin",15769,14329
"G2900730","1870","Missouri","290","Gasconade","0730","Gasconade",5312,4781
"G2900750","1870","Missouri","290","Gentry","0750","Gentry",6019,5588
"G2900770","1870","Missouri","290","Greene","0770","Greene",10974,10575
"G2900790","1870","Missouri","290","Grundy","0790","Grundy",5441,5126
"G2900810","1870","Missouri","290","Harrison","0810","Harrison",7578,7057
"G2900830","1870","Missouri","290","Henry","0830","Henry",9129,8272
"G2900850","1870","Missouri","290","Hickory","0850","Hickory",3302,3150
"G2900870","1870","Missouri","290","Holt","0870","Holt",6173,5479
"G2900890","1870","Missouri","290","Howard","0890","Howard",8977,8256
"G2900910","1870","Missouri","290","Howell","0910","Howell",2150,2068
"G2900930","1870","Missouri","290","Iron","0930","Iron",3148,3130
"G2900950","1870","Missouri","290","Jackson","0950","Jackson",30282,24759
"G2900970","1870","Missouri","290","Jasper","0970","Jasper",7893,7035
"G2900990","1870","Missouri","290","Jefferson","0990","Jefferson",8146,7234
"G2901010","1870","Missouri","290","Johnson","1010","Johnson",12662,11986
"G2901030","1870","Missouri","290","Knox","1030","Knox",5735,5239
"G2901050","1870","Missouri","290","Laclede","1050","Laclede",4724,4656
"G2901070","1870","Missouri","290","Lafayette","1070","Lafayette",11689,10934
"G2901090","1870","Missouri","290","Lawrence","1090","Lawrence",6634,6433
"G2901110","1870","Missouri","290","Lewis","1110","Lewis",7849,7265
"G2901130","1870","Missouri","290","Lincoln","1130","Lincoln",8281,7679
"G2901150","1870","Missouri","290","Linn","1150","Linn",8219,7681
"G2901170","1870","Missouri","290","Livingston","1170","Livingston",8793,7937
"G2901190","1870","Missouri","290","McDonald","1190","Mcdonald",2667,2559
"G2901210","1870","Missouri","290","Macon","1210","Macon",11934,11296
"G2901230","1870","Missouri","290","Madison","1230","Madison",3015,2834
"G2901250","1870","Missouri","290","Maries","1250","Maries",3019,2897
"G2901270","1870","Missouri","290","Marion","1270","Marion",12282,11498
"G2901290","1870","Missouri","290","Mercer","1290","Mercer",5948,5609
"G2901310","1870","Missouri","290","Miller","1310","Miller",3404,3212
"G2901330","1870","Missouri","290","Mississippi","1330","Mississippi",2692,2290
"G2901350","1870","Missouri","290","Moniteau","1350","Moniteau",5756,5619
"G2901370","1870","Missouri","290","Monroe","1370","Monroe",9014,8135
"G2901390","1870","Missouri","290","Montgomery","1390","Montgomery",5272,5133
"G2901410","1870","Missouri","290","Morgan","1410","Morgan",4297,4137
"G2901430","1870","Missouri","290","New Madrid","1430","New Madrid",3380,2977
"G2901450","1870","Missouri","290","Newton","1450","Newton",6689,6132
"G2901470","1870","Missouri","290","Nodaway","1470","Nodaway",7819,6932
"G2901490","1870","Missouri","290","Oregon","1490","Oregon",1683,1604
"G2901510","1870","Missouri","290","Osage","1510","Osage",5641,5152
"G2901530","1870","Missouri","290","Ozark","1530","Ozark",1658,1705
"G2901550","1870","Missouri","290","Pemiscot","1550","Pemiscot",1079,980
"G2901570","1870","Missouri","290","Perry","1570","Perry",5004,4873
"G2901590","1870","Missouri","290","Pettis","1590","Pettis",9882,8824
"G2901610","1870","Missouri","290","Phelps","1610","Phelps",5292,5214
"G2901630","1870","Missouri","290","Pike","1630","Pike",11829,11247
"G2901650","1870","Missouri","290","Platte","1650","Platte",9114,8238
"G2901670","1870","Missouri","290","Polk","1670","Polk",6249,6196
"G2901690","1870","Missouri","290","Pulaski","1690","Pulaski",2440,2274
"G2901710","1870","Missouri","290","Putnam","1710","Putnam",5651,5566
"G2901730","1870","Missouri","290","Ralls","1730","Ralls",5542,4968
"G2901750","1870","Missouri","290","Randolph","1750","Randolph",8220,7688
"G2901770","1870","Missouri","290","Ray","1770","Ray",9780,8920
"G2901790","1870","Missouri","290","Reynolds","1790","Reynolds",1847,1909
"G2901810","1870","Missouri","290","Ripley","1810","Ripley",1572,1603
"G2901830","1870","Missouri","290","St Charles","1830","St Charles",11346,9958
"G2901850","1870","Missouri","290","St Clair","1850","St Clair",3445,3297
"G2901860","1870","Missouri","290","Ste Genevieve","1860","Ste Genevieve",4257,4127
"G2901870","1870","Missouri","290","St Francois","1870","St Francois",5199,4543
"G2901890","1870","Missouri","290","St Louis","1890","St Louis",183356,167833
"G2901950","1870","Missouri","290","Saline","1950","Saline",11307,10365
"G2901970","1870","Missouri","290","Schuyler","1970","Schuyler",4499,4321
"G2901990","1870","Missouri","290","Scotland","1990","Scotland",5487,5183
"G2902010","1870","Missouri","290","Scott","2010","Scott",3886,3431
"G2902030","1870","Missouri","290","Shannon","2030","Shannon",1152,1187
"G2902050","1870","Missouri","290","Shelby","2050","Shelby",5273,4846
"G2902070","1870","Missouri","290","Stoddard","2070","Stoddard",4328,4207
"G2902090","1870","Missouri","290","Stone","2090","Stone",1632,1621
"G2902110","1870","Missouri","290","Sullivan","2110","Sullivan",6078,5829
"G2902130","1870","Missouri","290","Taney","2130","Taney",2241,2166
"G2902150","1870","Missouri","290","Texas","2150","Texas",4935,4683
"G2902170","1870","Missouri","290","Vernon","2170","Vernon",6038,5209
"G2902190","1870","Missouri","290","Warren","2190","Warren",5219,4454
"G2902210","1870","Missouri","290","Washington","2210","Washington",5868,5851
"G2902230","1870","Missouri","290","Wayne","2230","Wayne",3098,2970
"G2902250","1870","Missouri","290","Webster","2250","Webster",5276,5158
"G2902270","1870","Missouri","290","Worth","2270","Worth",2593,2411
"G2902290","1870","Missouri","290","Wright","2290","Wright",2932,2752
"G3050015","1870","Montana Territory","305","Beaverhead","0015","Beaverhead",597,125
"G3050035","1870","Montana Territory","305","Big Horn","0035","Big Horn",26,12
"G3050055","1870","Montana Territory","305","Chouteau","0055","Chouteau",414,103
"G3050095","1870","Montana Territory","305","Dawson","0095","Dawson",158,19
"G3050115","1870","Montana Territory","305","Deer Lodge","0115","Deer Lodge",3773,594
"G3050135","1870","Montana Territory","305","Gallatin","0135","Gallatin",1190,388
"G3050155","1870","Montana Territory","305","Jefferson","0155","Jefferson",1241,290
"G3050175","1870","Montana Territory","305","Lewis And Clark","0175","Lewis And Clark",3998,1042
"G3050195","1870","Montana Territory","305","Madison","0195","Madison",1974,710
"G3050215","1870","Montana Territory","305","Meagher","0215","Meagher",1162,225
"G3050235","1870","Montana Territory","305","Missoula","0235","Missoula",2238,316
"G3100010","1870","Nebraska","310","Adams","0010","Adams",12,7
"G3100075","1870","Nebraska","310","Blackbird","0075","Blackbird",19,12
"G3100190","1870","Nebraska","310","Buffalo","0190","Buffalo",139,54
"G3100210","1870","Nebraska","310","Burt","0210","Burt",1550,1297
"G3100230","1870","Nebraska","310","Butler","0230","Butler",705,585
"G3100250","1870","Nebraska","310","Cass","0250","Cass",4699,3452
"G3100270","1870","Nebraska","310","Cedar","0270","Cedar",588,444
"G3100330","1870","Nebraska","310","Cheyenne","0330","Cheyenne",148,42
"G3100350","1870","Nebraska","310","Clay","0350","Clay",32,22
"G3100370","1870","Nebraska","310","Colfax","0370","Colfax",825,599
"G3100390","1870","Nebraska","310","Cuming","0390","Cuming",1694,1270
"G3100430","1870","Nebraska","310","Dakota","0430","Dakota",1103,937
"G3100470","1870","Nebraska","310","Dawson","0470","Dawson",76,27
"G3100510","1870","Nebraska","310","Dixon","0510","Dixon",738,607
"G3100530","1870","Nebraska","310","Dodge","0530","Dodge",2368,1844
"G3100550","1870","Nebraska","310","Douglas","0550","Douglas",12049,7933
"G3100590","1870","Nebraska","310","Fillmore","0590","Fillmore",131,107
"G3100610","1870","Nebraska","310","Franklin","0610","Franklin",21,5
"G3100670","1870","Nebraska","310","Gage","0670","Gage",1881,1478
"G3100755","1870","Nebraska","310","Grant (old)","0755","Grant (old)",395,89
"G3100790","1870","Nebraska","310","Hall","0790","Hall",647,410
"G3100810","1870","Nebraska","310","Hamilton","0810","Hamilton",83,47
"G3100835","1870","Nebraska","310","Harrison","0835","Harrison",488,143
"G3100935","1870","Nebraska","310","Jackson","0935","Jackson",9,0
"G3100950","1870","Nebraska","310","Jefferson","0950","Jefferson",1417,1023
"G3100970","1870","Nebraska","310","Johnson","0970","Johnson",1800,1629
"G3100990","1870","Nebraska","310","Kearney","0990","Kearney",43,15
"G3101090","1870","Nebraska","310","Lancaster","1090","Lancaster",4269,2805
"G3101095","1870","Nebraska","310","L'Eau Qui Court","1095","L'Eau Qui",144,117
"G3101110","1870","Nebraska","310","Lincoln","1110","Lincoln",15,2
"G3101155","1870","Nebraska","310","Lyon","1155","Lyon",72,6
"G3101190","1870","Nebraska","310","Madison","1190","Madison",659,474
"G3101210","1870","Nebraska","310","Merrick","1210","Merrick",341,216
"G3101215","1870","Nebraska","310","Monroe","1215","Monroe",202,33
"G3101270","1870","Nebraska","310","Nemaha","1270","Nemaha",4057,3536
"G3101290","1870","Nebraska","310","Nuckolls","1290","Nuckolls",4,4
"G3101310","1870","Nebraska","310","Otoe","1310","Otoe",6802,5543
"G3101330","1870","Nebraska","310","Pawnee","1330","Pawnee",2222,1949
"G3101390","1870","Nebraska","310","Pierce","1390","Pierce",83,69
"G3101410","1870","Nebraska","310","Platte","1410","Platte",1154,745
"G3101430","1870","Nebraska","310","Polk","1430","Polk",83,53
"G3101470","1870","Nebraska","310","Richardson","1470","Richardson",5400,4380
"G3101510","1870","Nebraska","310","Saline","1510","Saline",1715,1391
"G3101530","1870","Nebraska","310","Sarpy","1530","Sarpy",1753,1160
"G3101550","1870","Nebraska","310","Saunders","1550","Saunders",2582,1965
"G3101590","1870","Nebraska","310","Seward","1590","Seward",1703,1250
"G3101670","1870","Nebraska","310","Stanton","1670","Stanton",345,291
"G3101675","1870","Nebraska","310","Taylor","1675","Taylor",84,13
"G3101731","1870","Nebraska","310","Unorganized NW Territory","1731","Unorganized NW Territory",49,3
"G3101733","1870","Nebraska","310","Unorganized Territory West of Madison County","1733","Unorganized Territory West of Madison County",99,84
"G3101770","1870","Nebraska","310","Washington","1770","Washington",2451,2001
"G3101790","1870","Nebraska","310","Wayne","1790","Wayne",101,81
"G3101810","1870","Nebraska","310","Webster","1810","Webster",8,8
"G3101850","1870","Nebraska","310","York","1850","York",330,274
"G3109015","1870","Nebraska","310","Pawnee Reservation","9015","Pawnee Reservation",18,26
"G3109035","1870","Nebraska","310","Winnebago Reservation","9035","Winnebago Reservation",20,11
"G3200010","1870","Nevada","320","Churchill","0010","Churchill",142,54
"G3200050","1870","Nevada","320","Douglas","0050","Douglas",886,329
"G3200070","1870","Nevada","320","Elko","0070","Elko",2776,671
"G3200090","1870","Nevada","320","Esmeralda","0090","Esmeralda",1253,300
"G3200130","1870","Nevada","320","Humboldt","0130","Humboldt",1548,368
"G3200150","1870","Nevada","320","Lander","0150","Lander",2204,611
"G3200170","1870","Nevada","320","Lincoln","0170","Lincoln",2119,866
"G3200190","1870","Nevada","320","Lyon","0190","Lyon",1389,448
"G3200230","1870","Nevada","320","Nye","0230","Nye",887,200
"G3200250","1870","Nevada","320","Ormsby","0250","Ormsby",2798,870
"G3200255","1870","Nevada","320","Rio Virgin","0255","Rio Virgin",250,200
"G3200275","1870","Nevada","320","Roop","0275","Roop",115,18
"G3200290","1870","Nevada","320","Storey","0290","Storey",7864,3495
"G3200310","1870","Nevada","320","Washoe","0310","Washoe",2173,918
"G3200330","1870","Nevada","320","White Pine","0330","White Pine",6225,964
"G3300010","1870","New Hampshire","330","Belknap","0010","Belknap",8588,9093
"G3300030","1870","New Hampshire","330","Carroll","0030","Carroll",8758,8574
"G3300050","1870","New Hampshire","330","Cheshire","0050","Cheshire",13653,13612
"G3300070","1870","New Hampshire","330","Coos","0070","Coos",7955,6977
"G3300090","1870","New Hampshire","330","Grafton","0090","Grafton",19816,19287
"G3300110","1870","New Hampshire","330","Hillsborough","0110","Hillsborough",30021,34217
"G3300130","1870","New Hampshire","330","Merrimack","0130","Merrimack",20718,21433
"G3300150","1870","New Hampshire","330","Rockingham","0150","Rockingham",22853,24444
"G3300170","1870","New Hampshire","330","Strafford","0170","Strafford",14448,15795
"G3300190","1870","New Hampshire","330","Sullivan","0190","Sullivan",8830,9228
"G3400010","1870","New Jersey","340","Atlantic","0010","Atlantic",7167,6926
"G3400030","1870","New Jersey","340","Bergen","0030","Bergen",15113,15009
"G3400050","1870","New Jersey","340","Burlington","0050","Burlington",26175,27464
"G3400070","1870","New Jersey","340","Camden","0070","Camden",22704,23489
"G3400090","1870","New Jersey","340","Cape May","0090","Cape May",4135,4214
"G3400110","1870","New Jersey","340","Cumberland","0110","Cumberland",17626,17039
"G3400130","1870","New Jersey","340","Essex","0130","Essex",70058,73781
"G3400150","1870","New Jersey","340","Gloucester","0150","Gloucester",11044,10518
"G3400170","1870","New Jersey","340","Hudson","0170","Hudson",64022,65045
"G3400190","1870","New Jersey","340","Hunterdon","0190","Hunterdon",18320,18643
"G3400210","1870","New Jersey","340","Mercer","0210","Mercer",22837,23549
"G3400230","1870","New Jersey","340","Middlesex","0230","Middlesex",22427,22602
"G3400250","1870","New Jersey","340","Monmouth","0250","Monmouth",23001,23194
"G3400270","1870","New Jersey","340","Morris","0270","Morris",21767,21370
"G3400290","1870","New Jersey","340","Ocean","0290","Ocean",7042,6586
"G3400310","1870","New Jersey","340","Passaic","0310","Passaic",22985,23431
"G3400330","1870","New Jersey","340","Salem","0330","Salem",12085,11855
"G3400350","1870","New Jersey","340","Somerset","0350","Somerset",11615,11895
"G3400370","1870","New Jersey","340","Sussex","0370","Sussex",11663,11505
"G3400390","1870","New Jersey","340","Union","0390","Union",20161,21698
"G3400410","1870","New Jersey","340","Warren","0410","Warren",17725,16611
"G3550035","1870","New Mexico Territory","355","Bernalillo","0035","Bernalillo",3727,3864
"G3550075","1870","New Mexico Territory","355","Colfax","0075","Colfax",1290,702
"G3550115","1870","New Mexico Territory","355","Dona Ana","0115","Dona Ana",2875,2989
"G3550155","1870","New Mexico Territory","355","Grant","0155","Grant",850,293
"G3550195","1870","New Mexico Territory","355","Lincoln","0195","Lincoln",1064,739
